Index,Review,Result,Aspect,Opinion,FOOD#STYLE&OPTIONS,FOOD#QUALITY,AMBIENCE#GENERAL,RESTAURANT#GENERAL,SERVICE#GENERAL,FOOD#PRICES,RESTAURANT#PRICES,LOCATION#GENERAL,RESTAURANT#MISCELLANEOUS,DRINKS#STYLE&OPTIONS,DRINKS#PRICES,DRINKS#QUALITY
#581,bún mắm ngon giá_cả tương_xứng chất_lượng gọi tô chả giá tô giá tôm mực thịt heo nạt cắt lát heo tươi ngon rau tươi xanh rau_muống bắp_chuối giá rau đắng súng rau_thơm mắm me vừa_miệng lắm chua chấm tôm mực thịt rau sẩy hẻm hàng vẻ vui hơi sợ sợ mấy đi đem sẵn khăn giấy bàn í,"[['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['LOCATION#GENERAL', 'neutral'], ['SERVICE#GENERAL', 'negative']]","['FOOD#QUALITY', 'FOOD#PRICES', 'FOOD#STYLE&OPTIONS', 'LOCATION#GENERAL', 'SERVICE#GENERAL']","['positive', 'positive', 'positive', 'neutral', 'negative']",1.0,1.0,-0.5,-0.5,-1.0,1.0,-0.5,0.5,-0.5,-0.5,-0.5,-0.5
#582,bún mắm nè nước_dùng đậm_đà đồ tôm mực cá tươi ngon chả cá dai dai kèm mắm me,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#583,bún mắm ngon nước_lèo mặn túm vừa_miệng đồ hơi thất_vọng tôm chả heo mực rau đầy_đủ gọi đầu cá đầu cá béo thịt lắm bún th giá,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'negative'], ['FOOD#PRICES', 'neutral']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'negative', 'neutral']",-1.0,1.0,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#584,bún mọc dọc mùng bún ngon mọc thịt giá,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#PRICES', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#585,bún mọc ngon quán tiếng bảo_đảm mê bún mọc hồi mẹ dắt đi xong ghiền bún mọc mắc tô_siêu chả mọc to dai nước_lèo xương ăn_không say bột_ngọt phục_vụ k gửi xe_hơi bực giá ok nha,"[['FOOD#QUALITY', 'positive'], ['RESTAURANT#GENERAL', 'positive'], ['FOOD#PRICES', 'neutral'], ['SERVICE#GENERAL', 'positive'], ['RESTAURANT#MISCELLANEOUS', 'negative']]","['FOOD#QUALITY', 'RESTAURANT#GENERAL', 'FOOD#PRICES', 'SERVICE#GENERAL', 'RESTAURANT#MISCELLANEOUS']","['positive', 'positive', 'neutral', 'positive', 'negative']",-0.5,1.0,-0.5,1.0,1.0,0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5
#586,bún ngan ngon rẻ nè bát có_giá vừa_miệng chua măng tươi kiểu măng khô dai ngan ngan ngon thịt ngấy mỡ bún gọi miến giá thôi_sơn xỳ,"[['RESTAURANT#GENERAL', 'positive'], ['FOOD#PRICES', 'positive'], ['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive']]","['RESTAURANT#GENERAL', 'FOOD#PRICES', 'FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive', 'positive', 'positive']",1.0,1.0,-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#587,bún ngan ngon tuyệt_vời thịt bã nhégiá bát tối ngon lun tý quẩy nấc,"[['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'neutral']]","['FOOD#QUALITY', 'FOOD#PRICES']","['positive', 'neutral']",-0.5,1.0,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#588,bún ngon chả chả miếng quán thịt ba_chỉ ba_rọi thái mỏng ướp gia_vị tương_tự chả_viên nướng vàng than củi thịt thơm tự_nhiên nhai cảm_giác giòn miệng ngán đồ chua kèm ngon giòn vị chua_ngọt vừa_miệng rau tươi sạch gọi thâm thoải_mái nước_chấm pha_chế vô_cùng cầu kỳ đương_nhiên ngon tuyệt gía_cả túi_tiền chủ vui_tính thân_thiện,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive'], ['RESTAURANT#PRICES', 'positive'], ['SERVICE#GENERAL', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'RESTAURANT#PRICES', 'SERVICE#GENERAL']","['positive', 'positive', 'positive', 'positive']",1.0,1.0,-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5
#589,bún ngon mắm_nêm vừa_miệng tô thâp cẩm tai heo thịt luộc thịt heo chả bò siêu giá fre khăn lạnh trà đá chuyên món bún miền trung quán sạch thoáng mát nhân_viên dễ_thương lễ_phép quán bàu cát tân_bình,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#PRICES', 'positive'], ['DRINKS#PRICES', 'positive'], ['RESTAURANT#GENERAL', 'positive'], ['AMBIENCE#GENERAL', 'positive'], ['SERVICE#GENERAL', 'positive'], ['LOCATION#GENERAL', 'neutral']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'DRINKS#PRICES', 'RESTAURANT#GENERAL', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'LOCATION#GENERAL']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'neutral']",1.0,1.0,1.0,1.0,1.0,1.0,-0.5,0.5,-0.5,-0.5,1.0,-0.5
#590,bún dã_man thịt ngập mặt chả mồm rau đĩa ngon,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#591,bún vị lạ nha muối ớt vị cọng bún bún gạo ăn_không ngán,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#592,bún ngon vệ_sinh bún cộng bún to trắng miếng giò to thịt thơm béo_béo nước_dùng đậm vị ván mỡ giá bình_dân phục_vụ lẹ chờ,"[['FOOD#QUALITY', 'positive'], ['RESTAURANT#GENERAL', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['RESTAURANT#PRICES', 'positive'], ['SERVICE#GENERAL', 'positive']]","['FOOD#QUALITY', 'RESTAURANT#GENERAL', 'FOOD#STYLE&OPTIONS', 'RESTAURANT#PRICES', 'SERVICE#GENERAL']","['positive', 'positive', 'positive', 'positive', 'positive']",1.0,1.0,-0.5,1.0,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5
#593,bún ngon nướng lèo chả thơm ngon sứa giòn giòn quán thoáng thoải_mái phục_vụ nhanh_nhẹn nhiệt_tình lắm giá mắc trung_bình giá,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['AMBIENCE#GENERAL', 'positive'], ['SERVICE#GENERAL', 'positive'], ['RESTAURANT#PRICES', 'neutral']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'RESTAURANT#PRICES']","['positive', 'positive', 'positive', 'positive', 'neutral']",1.0,1.0,1.0,-0.5,1.0,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#594,bún ngon ăn_ở chủ quán thân thiên bún nc thoải_mái giá rẻ lắm mn đu ngõ chùa bộc rẽ quán quán kiot,"[['FOOD#QUALITY', 'positive'], ['RESTAURANT#GENERAL', 'positive'], ['SERVICE#GENERAL', 'positive'], ['FOOD#PRICES', 'positive'], ['LOCATION#GENERAL', 'neutral']]","['FOOD#QUALITY', 'RESTAURANT#GENERAL', 'SERVICE#GENERAL', 'FOOD#PRICES', 'LOCATION#GENERAL']","['positive', 'positive', 'positive', 'positive', 'neutral']",-0.5,1.0,-0.5,1.0,1.0,1.0,-0.5,0.5,-0.5,-0.5,-0.5,-0.5
#595,bún ngon nước_ngọt sợi bún thịt thơm mềm rau sạch tô bún giá_cả hơi một_chút giá chất_lượng quán bánh nổi_tiếng huế hơi đắt thử,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#PRICES', 'neutral'], ['RESTAURANT#PRICES', 'negative']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'RESTAURANT#PRICES']","['positive', 'positive', 'neutral', 'negative']",1.0,1.0,-0.5,-0.5,-0.5,0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5
#596,bún ngon rẻ giá bánh_đa bún hải_sản bún mọc sườn cua cua giả đậu_phụ quán đối_diện gara oto màu vàng cẩn_thận nhầm mấy quán cạnh,"[['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['LOCATION#GENERAL', 'neutral']]","['FOOD#QUALITY', 'FOOD#PRICES', 'FOOD#STYLE&OPTIONS', 'LOCATION#GENERAL']","['positive', 'positive', 'positive', 'neutral']",1.0,1.0,-0.5,-0.5,-0.5,1.0,-0.5,0.5,-0.5,-0.5,-0.5,-0.5
#597,bún ngõ rẽ tràng tiền quán sâu ngõ bún thịt nướng thơm ngon,"[['LOCATION#GENERAL', 'neutral'], ['FOOD#QUALITY', 'positive']]","['LOCATION#GENERAL', 'FOOD#QUALITY']","['neutral', 'positive']",-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5
#598,bún riêu lê_ngọc_hân ngon thịt riêu chủ quán vô_cùng chiều,"[['LOCATION#GENERAL', 'neutral'], ['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['SERVICE#GENERAL', 'positive']]","['LOCATION#GENERAL', 'FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'SERVICE#GENERAL']","['neutral', 'positive', 'positive', 'positive']",1.0,1.0,-0.5,-0.5,1.0,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5
#599,bún riêu ngon giá tô đậm_đà thoang_thoảng mùi mắm bao h_bỏ mắm ruốc bún riêu tệ toping hình riêu cua vo thành_viên ngon nè chả cá_chiên ngon phục_vụ chợ thông_cảm vệ_sinh bàn gỗ ah tô hơi ly chè quán kế no sơ_sơ pez,"[['FOOD#PRICES', 'neutral'], ['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'negative'], ['SERVICE#GENERAL', 'positive'], ['AMBIENCE#GENERAL', 'negative']]","['FOOD#PRICES', 'FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'SERVICE#GENERAL', 'AMBIENCE#GENERAL']","['neutral', 'positive', 'negative', 'positive', 'negative']",-1.0,1.0,-1.0,-0.5,1.0,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#600,bún riêu ốc hải giá tô nước_dùng thơm_lừng mùi riêu cua noia thèm buan ốc kiểu bắc chỗ thẳng tiến món ốc nhời thịt nổi_tiếng lắm hôm ghé tiêu vị ốc xong tiếc giá monox,"[['FOOD#PRICES', 'neutral'], ['FOOD#QUALITY', 'positive'], ['RESTAURANT#GENERAL', 'positive'], ['FOOD#STYLE&OPTIONS', 'negative']]","['FOOD#PRICES', 'FOOD#QUALITY', 'RESTAURANT#GENERAL', 'FOOD#STYLE&OPTIONS']","['neutral', 'positive', 'positive', 'negative']",-1.0,1.0,-0.5,1.0,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#601,bún riêu siêu ngon siêu rẻ,"[['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'positive']]","['FOOD#QUALITY', 'FOOD#PRICES']","['positive', 'positive']",-0.5,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#602,bún riêu cua bò giò đậu nước_dùng đươc vừa_miệng quán sạch_sẽ giá hơi nhỉnh quán một_chút,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive'], ['AMBIENCE#GENERAL', 'positive'], ['RESTAURANT#PRICES', 'negative']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'AMBIENCE#GENERAL', 'RESTAURANT#PRICES']","['positive', 'positive', 'positive', 'negative']",1.0,1.0,1.0,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5
#603,bún thịt nướng thập_cẩm giábún chả_giò thị nướng giábánh mì hấp giáthịt nướng chả_giò siêu no xỉu thịt nướng thơm khô mỡ bánh_mì hấp_thịt bằm rau kèm mâm ngán nước_mắm vừa_miệng quán sạch_sẽ sáng_sủa phục_vụ nhiệt_tình gửi xe miễn_phí,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#PRICES', 'neutral'], ['FOOD#QUALITY', 'positive'], ['AMBIENCE#GENERAL', 'neutral'], ['SERVICE#GENERAL', 'positive'], ['RESTAURANT#MISCELLANEOUS', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'FOOD#QUALITY', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'RESTAURANT#MISCELLANEOUS']","['positive', 'neutral', 'positive', 'neutral', 'positive', 'positive']",1.0,1.0,0.5,-0.5,1.0,0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5
#604,bún trộn trộn sốt phong_cách quán thịt áp_chảo lạc tôm tí_xíu,"[['FOOD#STYLE&OPTIONS', 'positive']]",['FOOD#STYLE&OPTIONS'],['positive'],1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#605,bún phở món mãi chán nha phở chỗ ngon bát phơ sốt vang ưa đầy_đặn ngon bổ rẻ d_cư đi học qa dư nhảy bát ấm lun nha,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#PRICES', 'positive'], ['RESTAURANT#GENERAL', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'RESTAURANT#GENERAL']","['positive', 'positive', 'positive', 'positive']",1.0,1.0,-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#606,bún mỳ bò_viên hẻm vườn chuối q giá tô bò viên chả thịt bò bắp xắt lát giá hẹ rau quế quen ăn_đậm_đà hồi xưa tầm giá tô bún bò viên kiểu buôn_bán sáng_tạo cải_tiến món đáp_ứng nhu_cầu thực_khách tag tag tag tag tag tag tag tag tag tag tag tag tag tag tag tag tag tag,"[['LOCATION#GENERAL', 'neutral'], ['FOOD#PRICES', 'neutral'], ['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive']]","['LOCATION#GENERAL', 'FOOD#PRICES', 'FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['neutral', 'neutral', 'positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5
#607,bưng mê r công_bằng dở ngon khen phạm_vi ok cá viên ướp cà_ri hơi nhìu dầu mè xả bốc mùi thơm nồng dĩa_vầy tận giá hơi đắt quán rộng_rãi sạch_sẽ sáng_sủa đầu hẻm giá trung_bình tầm giá,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'neutral'], ['FOOD#PRICES', 'negative'], ['AMBIENCE#GENERAL', 'positive'], ['LOCATION#GENERAL', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'FOOD#PRICES', 'AMBIENCE#GENERAL', 'LOCATION#GENERAL']","['positive', 'neutral', 'negative', 'positive', 'positive']",1.0,0.5,1.0,-0.5,-0.5,-1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5
#608,quán không_gian sạch_sẽ chủ quán thân thiên_hương thơm đặc_trưng xứ huế mê_hoặc món bún ngon nghiên,"[['AMBIENCE#GENERAL', 'positive'], ['SERVICE#GENERAL', 'positive'], ['FOOD#QUALITY', 'positive']]","['AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'FOOD#QUALITY']","['positive', 'positive', 'positive']",-0.5,1.0,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#609,xài gòn món hà_nội hm hà nội ta phở ngũ xã phở nước_chấm bánh_phở mỏng_tang beo_béo kaka mời nhà_ăn tag tag tag,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive'], ['RESTAURANT#GENERAL', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'RESTAURANT#GENERAL']","['positive', 'positive', 'positive']",1.0,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#610,burger bình_thường đặc_sắc mắc bàn ghế lau_chùi sạch zô nhân_viên dọn wifi available kết_nối chán kem ốc quế khoai_tây chiên chút hài_lòng lắm,"[['FOOD#QUALITY', 'neutral'], ['FOOD#PRICES', 'negative'], ['AMBIENCE#GENERAL', 'negative'], ['SERVICE#GENERAL', 'negative'], ['RESTAURANT#MISCELLANEOUS', 'negative'], ['RESTAURANT#GENERAL', 'negative']]","['FOOD#QUALITY', 'FOOD#PRICES', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'RESTAURANT#MISCELLANEOUS', 'RESTAURANT#GENERAL']","['neutral', 'negative', 'negative', 'negative', 'negative', 'negative']",-0.5,0.5,-1.0,-1.0,-1.0,-1.0,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5
#611,cá béo món ưng_ý ghê địa_chỉ sushi mấy thủ đức thử món,"[['FOOD#QUALITY', 'positive'], ['RESTAURANT#GENERAL', 'positive']]","['FOOD#QUALITY', 'RESTAURANT#GENERAL']","['positive', 'positive']",-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#612,cá_cơm tươi rim vừa_miệng nữamón đồ chua gỏi cơm ngon khoái món gr giá an lai_rai món đặc_sản đa_số hải_sản nha chả cá ngon lắm tầm giá,"[['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['RESTAURANT#GENERAL', 'positive']]","['FOOD#QUALITY', 'FOOD#PRICES', 'FOOD#STYLE&OPTIONS', 'RESTAURANT#GENERAL']","['positive', 'positive', 'positive', 'positive']",1.0,1.0,-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#613,đám rủ đi mì cay đứa cay mì cay thố đá nóng mì cay xè cay chỗ mì đầy_đặn thịt bò tôm mực xúc_xích nấm kimchi gọi thập_cẩm giá quán kiểu thoải_mái quán,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'neutral'], ['AMBIENCE#GENERAL', 'positive'], ['RESTAURANT#GENERAL', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'FOOD#PRICES', 'AMBIENCE#GENERAL', 'RESTAURANT#GENERAL']","['positive', 'positive', 'neutral', 'positive', 'positive']",1.0,1.0,1.0,1.0,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#614,cá_đuối hấp_chấm gan cá_đuối ngon tuyệt,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#615,cá_hồi nuôi sapa hơi nhạt thơm cá_hồi nhập lẩu ngon đừng,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#616,cá_lóc màu vàng vàng luộc nướng sơ dai dai thịt chả cá bình_thường nước_lèo nêm hành cảm_tưởng một_chiều mưa nửa hũ tiêu vô bật tung cảm cúm xui bệnh tô trải nghiệm cảm_giác chảy phố đông tag,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'neutral']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'neutral']",1.0,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#617,mùa hè hôm tui quen ghé tốn_kém đi lỡ h yêu h yêu x,"[['RESTAURANT#GENERAL', 'positive']]",['RESTAURANT#GENERAL'],['positive'],-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#618,cà_na to tươi thịt xào bơ cay siêu ngon bơ thơm_lừng cay cay chấm bánh_mì lắm tóp_mỡ tóp_mỡ to chất_lượng nha dĩa ngon cực_kì nv quán quán cũ pv chuyên_nghiệp,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive'], ['SERVICE#GENERAL', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'SERVICE#GENERAL']","['positive', 'positive', 'positive']",1.0,1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#619,đồ ăn_ở ok hợp khẩu_vị miền nam kiểu đậm_đà xương nước_lèo công_nhận ngon nha mực hủ_tiếu mực mực chủ_đạo thịt viên hơi mặn ok tô no,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#620,cà_ri quán món kèm thú_vị bánh_mì tất_nhiên gọi cơm nị kèm cà_ri_dê cơm nấu dừa màu đỏ xôi_gấc đậm_đà hợp vị cà_ri_dê cari cay cay ngon hít_hà giá nha mắc,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'neutral']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'FOOD#PRICES']","['positive', 'positive', 'neutral']",1.0,1.0,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#621,cay thử mì cay thử mức_độ nhân_viên quán giới_thiệu phục_vụ quán nhân_viên ghi nhầm món thực_khách lỗi khắc_phục ghi_điểm đồ ngon giá túi,"[['SERVICE#GENERAL', 'negative'], ['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'positive']]","['SERVICE#GENERAL', 'FOOD#QUALITY', 'FOOD#PRICES']","['negative', 'positive', 'positive']",-0.5,1.0,-0.5,-0.5,-1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#622,to bàn_tay tươi giòn ngon đầy_ắp thơm mùi phô_mai nóng bê phê giá,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'neutral']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'FOOD#PRICES']","['positive', 'positive', 'neutral']",1.0,1.0,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#623,món chất_lượng trình_bày đẹp_mắt nêm ngon cảm_giác vừa_miệng đồ chay không_gian ấm_cúng nhân_viên thân thiệt nhiệt_tình ghé gia_đình,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['AMBIENCE#GENERAL', 'positive'], ['SERVICE#GENERAL', 'positive'], ['RESTAURANT#GENERAL', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'RESTAURANT#GENERAL']","['positive', 'positive', 'positive', 'positive', 'positive']",1.0,1.0,1.0,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#624,món hình thứ_tự trái sủi cảo dầu giấm mỳ thịt ba_chỉ nấm mỳ bò chua_cay mỳ cà_ri gà sợi mỳ tươi dai vị soup món chua_cay vị chua hơi chua mấy món kia ngon vừa_miệng,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#625,bài_trí tạm ổn ngon nè sợi mì mềm cứng chứng_tỏ chín hoàn_hảo sốt_thịt bò bao thơm thơm mùi thịt bò lẫn cà_chua tự_nhiên thèm mì,"[['FOOD#STYLE&OPTIONS', 'neutral'], ['FOOD#QUALITY', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['neutral', 'positive']",0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#626,hôm cơm gà quán tường phát cạnh ngon chất thử quán kế thui thử đổi gió coi,"[['FOOD#QUALITY', 'positive'], ['RESTAURANT#GENERAL', 'positive']]","['FOOD#QUALITY', 'RESTAURANT#GENERAL']","['positive', 'positive']",-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#627,lẩu giá ăn_không thịt bò qtqđ ngon lắm,"[['FOOD#PRICES', 'positive'], ['FOOD#QUALITY', 'positive']]","['FOOD#PRICES', 'FOOD#QUALITY']","['positive', 'positive']",-0.5,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#628,bình_thường hà km rẻ khuyến_mãi giá k_ly nước_ngọt refil no nha ngon burger hà tầm giá nha khuyến_mãi liên_miên,"[['FOOD#QUALITY', 'neutral'], ['FOOD#PRICES', 'positive'], ['DRINKS#STYLE&OPTIONS', 'neutral'], ['RESTAURANT#PRICES', 'positive']]","['FOOD#QUALITY', 'FOOD#PRICES', 'DRINKS#STYLE&OPTIONS', 'RESTAURANT#PRICES']","['neutral', 'positive', 'neutral', 'positive']",-0.5,0.5,-0.5,-0.5,-0.5,1.0,1.0,-0.5,-0.5,0.5,-0.5,-0.5
#629,ăn_ở vũng_tàu chi_nhánh chẳng đói ngon rau tươi cá_ngừ sốt_ok có_ăn_bò thập cảm nêm nếm,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
