Index,Review,Result,Aspect,Opinion,HOTEL#DESIGN&FEATURES,HOTEL#GENERAL,LOCATION#GENERAL,SERVICE#GENERAL,HOTEL#COMFORT,HOTEL#CLEANLINESS,FACILITIES#GENERAL,ROOMS#CLEANLINESS,ROOM_AMENITIES#COMFORT,ROOMS#COMFORT,FACILITIES#PRICES,ROOM_AMENITIES#GENERAL,DRINKS#STYLE&OPTIONS,ROOMS#PRICES,ROOMS#DESIGN&FEATURES,ROOMS#GENERAL,HOTEL#QUALITY,ROOMS#QUALITY,DRINKS#QUALITY,HOTEL#PRICES,FACILITIES#DESIGN&FEATURES,FACILITIES#QUALITY,ROOM_AMENITIES#QUALITY,ROOM_AMENITIES#CLEANLINESS,ROOM_AMENITIES#DESIGN&FEATURES,HOTEL#MISCELLANEOUS,DRINKS#PRICES,FACILITIES#COMFORT,DRINKS#MISCELLANEOUS,FACILITIES#CLEANLINESS,FACILITIES#MISCELLANEOUS,ROOMS#MISCELLANEOUS,ROOM_AMENITIES#MISCELLANEOUS
#282,phòng đẹp giá_cả hợp_lý t rung tâm hài_lòng phòng gia_đình trẻ ổn trừ duy_nhất phòng family toilet bất_tiện,"[['ROOMS#DESIGN&FEATURES', 'neutral'], ['HOTEL#PRICES', 'positive'], ['LOCATION#GENERAL', 'positive'], ['HOTEL#COMFORT', 'positive'], ['HOTEL#GENERAL', 'positive'], ['ROOM_AMENITIES#DESIGN&FEATURES', 'negative'], ['ROOM_AMENITIES#COMFORT', 'negative']]","['ROOMS#DESIGN&FEATURES', 'HOTEL#PRICES', 'LOCATION#GENERAL', 'HOTEL#COMFORT', 'HOTEL#GENERAL', 'ROOM_AMENITIES#DESIGN&FEATURES', 'ROOM_AMENITIES#COMFORT']","['neutral', 'positive', 'positive', 'positive', 'positive', 'negative', 'negative']",-0.5,1.0,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#283,khach san gan bien diem tam ngon phong sach se nhân_viên lể tân thân_thiện giao phòng đòi voucher a a bủa bánh_mì móc kêu quản_lý sory khach khách_sạn đẹp phòng gia_đình vệ_sinh khách_sạn resort sẻ bok khách_sạn tiện_lợi giá khách_sạn unique resort,"[['LOCATION#GENERAL', 'positive'], ['DRINKS#QUALITY', 'neutral'], ['ROOMS#CLEANLINESS', 'positive'], ['SERVICE#GENERAL', 'negative'], ['HOTEL#DESIGN&FEATURES', 'positive'], ['ROOM_AMENITIES#DESIGN&FEATURES', 'negative'], ['ROOM_AMENITIES#COMFORT', 'negative'], ['HOTEL#GENERAL', 'negative']]","['LOCATION#GENERAL', 'DRINKS#QUALITY', 'ROOMS#CLEANLINESS', 'SERVICE#GENERAL', 'HOTEL#DESIGN&FEATURES', 'ROOM_AMENITIES#DESIGN&FEATURES', 'ROOM_AMENITIES#COMFORT', 'HOTEL#GENERAL']","['positive', 'neutral', 'positive', 'negative', 'positive', 'negative', 'negative', 'negative']",1.0,-1.0,1.0,-1.0,-0.5,-0.5,-0.5,1.0,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#284,n_a tam_chap nhan nhien se lai lan,"[['HOTEL#GENERAL', 'negative']]",['HOTEL#GENERAL'],['negative'],-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#285,ko thay diem i tuyet voi o day an it va duoc da dang nh yêu thuc an minh_o dem nen thuc an nhin rat chan va het an neu minh an t trả_lời hong ks cung tam_nhung voi resort star khac thi unique chua dat,"[['DRINKS#STYLE&OPTIONS', 'negative'], ['DRINKS#QUALITY', 'negative'], ['ROOMS#GENERAL', 'neutral'], ['HOTEL#GENERAL', 'negative']]","['DRINKS#STYLE&OPTIONS', 'DRINKS#QUALITY', 'ROOMS#GENERAL', 'HOTEL#GENERAL']","['negative', 'negative', 'neutral', 'negative']",-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#286,giá rẻ phòng đẹp gia_đình trẻ_em,"[['HOTEL#PRICES', 'positive'], ['HOTEL#DESIGN&FEATURES', 'positive'], ['ROOMS#DESIGN&FEATURES', 'positive'], ['HOTEL#GENERAL', 'positive']]","['HOTEL#PRICES', 'HOTEL#DESIGN&FEATURES', 'ROOMS#DESIGN&FEATURES', 'HOTEL#GENERAL']","['positive', 'positive', 'positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#287,bể_bơi phòng biển hài_lòng chất_lượng giá_cả hợp_lý tiện_lợi giao_thông vui_chơi giải_trí,"[['LOCATION#GENERAL', 'positive'], ['HOTEL#QUALITY', 'positive'], ['HOTEL#PRICES', 'positive']]","['LOCATION#GENERAL', 'HOTEL#QUALITY', 'HOTEL#PRICES']","['positive', 'positive', 'positive']",-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#288,thân_thiện thân_thiện,"[['HOTEL#COMFORT', 'positive']]",['HOTEL#COMFORT'],['positive'],-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#289,phòng sạch khuôn_viên vườn đồ đa_dạng nhân_viên chuyên_nghiệp tiêu_chuẩn resort tạm chấp_nhận ksan,"[['ROOMS#CLEANLINESS', 'positive'], ['HOTEL#DESIGN&FEATURES', 'negative'], ['DRINKS#STYLE&OPTIONS', 'negative'], ['SERVICE#GENERAL', 'negative'], ['HOTEL#GENERAL', 'neutral']]","['ROOMS#CLEANLINESS', 'HOTEL#DESIGN&FEATURES', 'DRINKS#STYLE&OPTIONS', 'SERVICE#GENERAL', 'HOTEL#GENERAL']","['positive', 'negative', 'negative', 'negative', 'neutral']",-1.0,0.5,-0.5,-1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#290,phòng đẹp đêm đêm giao_thừa phòng penhouse ocean view giá lể tân thân_thiện niềm_nở phòng_ốc đẹp rộng_rãi tiện_nghi hồ bơi nhà_hàng_phục_vụ thức_ăn ngon_ăn ngon phòng nắng hơi nóng tiệc gala new year diner đắt usd người_lớn trẻ_em bao thức uống nước_lọc tổ_chức tiệc kém nhân_viên phục_vụ món cừu cắt thịt món hải_sản nướng nước_chấm riêng_biệt mổi kêu thức uống kí giấy tiệc nhân_viên liên_tục kí giấy phòng tiệc gala diner cảm_nhận khách_sạn tổ_chức chụp_giật chuyên_nghiệp thu tiền tổng_quan gọi resort gọi hotel khách_sạn cây_xanh thỏa_mản nhu_cầu dưởng phòng cao_ốc khuyên nhà_hàng nhà_hàng chế_biến thức_ăn ngon đắt,"[['ROOMS#DESIGN&FEATURES', 'positive'], ['SERVICE#GENERAL', 'positive'], ['ROOM_AMENITIES#QUALITY', 'positive'], ['ROOM_AMENITIES#DESIGN&FEATURES', 'positive'], ['FACILITIES#DESIGN&FEATURES', 'negative'], ['DRINKS#QUALITY', 'positive'], ['FACILITIES#COMFORT', 'negative'], ['FACILITIES#PRICES', 'negative'], ['DRINKS#PRICES', 'positive'], ['DRINKS#STYLE&OPTIONS', 'negative'], ['HOTEL#DESIGN&FEATURES', 'negative']]","['ROOMS#DESIGN&FEATURES', 'SERVICE#GENERAL', 'ROOM_AMENITIES#QUALITY', 'ROOM_AMENITIES#DESIGN&FEATURES', 'FACILITIES#DESIGN&FEATURES', 'DRINKS#QUALITY', 'FACILITIES#COMFORT', 'FACILITIES#PRICES', 'DRINKS#PRICES', 'DRINKS#STYLE&OPTIONS', 'HOTEL#DESIGN&FEATURES']","['positive', 'positive', 'positive', 'positive', 'negative', 'positive', 'negative', 'negative', 'positive', 'negative', 'negative']",-1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-1.0,-0.5,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-1.0,-0.5,1.0,-0.5,1.0,-0.5,1.0,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5
#291,nhán viên thân_thiện nhân_viên thân_thiện khách_sạn thoải_mái phòng_bị hư bóng đèn tv báo tiếp_tân sửa hôm h báo mói có_nhân_viên sửa nhu_cầu quản_lý thợ_điện gala diner chi_phí dịch_vụ phòng gala diner hai,"[['SERVICE#GENERAL', 'neutral'], ['LOCATION#GENERAL', 'positive'], ['HOTEL#COMFORT', 'positive'], ['ROOM_AMENITIES#QUALITY', 'negative'], ['ROOMS#COMFORT', 'negative']]","['SERVICE#GENERAL', 'LOCATION#GENERAL', 'HOTEL#COMFORT', 'ROOM_AMENITIES#QUALITY', 'ROOMS#COMFORT']","['neutral', 'positive', 'positive', 'negative', 'negative']",-0.5,-0.5,1.0,0.5,1.0,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#292,khách_sạn sạch_sẽ nhân_viên thân_thiện hồ bơi sạch_đây resort khách_sạn building khuôn_viên chỗ trẻ_em chạy nhảy sân vườn mảng cây_xanh mát_mẻ resorts đường đi cửa khu reception ghập ghềnh lót đá_hộc kéo vali nhân_viên suport trình_độ nhân_viên chuyên_nghiệp khâu tình_huống nói_chuyện thân_thiện nhiệt_tình bãi biển hẹp sạch mặt_tiền chật_hẹp khuyên đặc_điểm khách_sạn thích_hợp đi trẻ khuôn_viên bé cây_xanh cảnh_quan thiêu nóng nắng vùng_biển,"[['HOTEL#DESIGN&FEATURES', 'neutral'], ['HOTEL#CLEANLINESS', 'positive'], ['SERVICE#GENERAL', 'neutral'], ['FACILITIES#DESIGN&FEATURES', 'negative'], ['FACILITIES#CLEANLINESS', 'positive']]","['HOTEL#DESIGN&FEATURES', 'HOTEL#CLEANLINESS', 'SERVICE#GENERAL', 'FACILITIES#DESIGN&FEATURES', 'FACILITIES#CLEANLINESS']","['neutral', 'positive', 'neutral', 'negative', 'positive']",0.5,-0.5,-0.5,0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5
#293,chuyen nghiep khach san đẹp nhan vien nhiet tinh phong thi duoc đẹp lam_nhan khach_san co tam nhin bien rat đẹp vi_tri khach san gan trung tam_nen thuan tien viec mua sam an uong va giai tri khuyên ngắm cảnh toi co mot ky nghi tuyet voi,"[['HOTEL#DESIGN&FEATURES', 'positive'], ['SERVICE#GENERAL', 'positive'], ['ROOMS#DESIGN&FEATURES', 'negative'], ['FACILITIES#DESIGN&FEATURES', 'positive'], ['LOCATION#GENERAL', 'positive'], ['HOTEL#COMFORT', 'positive']]","['HOTEL#DESIGN&FEATURES', 'SERVICE#GENERAL', 'ROOMS#DESIGN&FEATURES', 'FACILITIES#DESIGN&FEATURES', 'LOCATION#GENERAL', 'HOTEL#COMFORT']","['positive', 'positive', 'negative', 'positive', 'positive', 'positive']",1.0,-0.5,1.0,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#294,hồ bơi đẹp sạch_sẽ thoải_mái khách_sạn tương_đối sạch_sẽ set up phòng b ok ng phòng double twin hài_lòng,"[['FACILITIES#DESIGN&FEATURES', 'positive'], ['FACILITIES#CLEANLINESS', 'positive'], ['FACILITIES#COMFORT', 'positive'], ['HOTEL#GENERAL', 'positive'], ['HOTEL#CLEANLINESS', 'positive'], ['SERVICE#GENERAL', 'negative']]","['FACILITIES#DESIGN&FEATURES', 'FACILITIES#CLEANLINESS', 'FACILITIES#COMFORT', 'HOTEL#GENERAL', 'HOTEL#CLEANLINESS', 'SERVICE#GENERAL']","['positive', 'positive', 'positive', 'positive', 'positive', 'negative']",-0.5,1.0,-0.5,-1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5
#295,vi_tri thuan loi ho boi rat đẹp nhin khach san tuong doi tot vi_tri thuan loi dao bien giai_tri va an uong phong oc sach se va trang thiet bi ok an bufet cung thoai mai khuyên giải_trí ban_đêm thich hop de di_giai tri_vi gan khu nhon nhip cua mui ne,"[['LOCATION#GENERAL', 'positive'], ['FACILITIES#DESIGN&FEATURES', 'positive'], ['HOTEL#QUALITY', 'positive'], ['ROOMS#CLEANLINESS', 'positive'], ['ROOM_AMENITIES#GENERAL', 'positive'], ['DRINKS#STYLE&OPTIONS', 'positive']]","['LOCATION#GENERAL', 'FACILITIES#DESIGN&FEATURES', 'HOTEL#QUALITY', 'ROOMS#CLEANLINESS', 'ROOM_AMENITIES#GENERAL', 'DRINKS#STYLE&OPTIONS']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive']",-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,1.0,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#296,gia_đình di nghỉ ởunique mũi né resort khách_sạn resort cạnh phòng sạch_sẽ nhân_viên nhiệt_tình món xuất_sắc món trưa tối ngon giá_cả vừa_phải khu_vực bãi biển đẹp sạch hồ bơi,"[['HOTEL#DESIGN&FEATURES', 'negative'], ['ROOMS#CLEANLINESS', 'positive'], ['SERVICE#GENERAL', 'positive'], ['DRINKS#STYLE&OPTIONS', 'negative'], ['DRINKS#QUALITY', 'positive'], ['DRINKS#PRICES', 'positive'], ['FACILITIES#DESIGN&FEATURES', 'positive'], ['FACILITIES#QUALITY', 'positive'], ['HOTEL#GENERAL', 'positive']]","['HOTEL#DESIGN&FEATURES', 'ROOMS#CLEANLINESS', 'SERVICE#GENERAL', 'DRINKS#STYLE&OPTIONS', 'DRINKS#QUALITY', 'DRINKS#PRICES', 'FACILITIES#DESIGN&FEATURES', 'FACILITIES#QUALITY', 'HOTEL#GENERAL']","['negative', 'positive', 'positive', 'negative', 'positive', 'positive', 'positive', 'positive', 'positive']",-1.0,1.0,-0.5,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,1.0,1.0,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#297,unique mui ne resort gọi khách_sạn resort phòng_ốc tạm món đồ nhỏ_giọt gọi,"[['HOTEL#GENERAL', 'negative'], ['ROOMS#GENERAL', 'neutral'], ['DRINKS#STYLE&OPTIONS', 'negative']]","['HOTEL#GENERAL', 'ROOMS#GENERAL', 'DRINKS#STYLE&OPTIONS']","['negative', 'neutral', 'negative']",-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#298,phục_vụ vô_cùng tệ hồ bơi dơ khách_sạn chừng bufet tệ phục_vụ chuyên_nghiệp,"[['SERVICE#GENERAL', 'negative'], ['FACILITIES#CLEANLINESS', 'negative'], ['HOTEL#QUALITY', 'negative'], ['DRINKS#QUALITY', 'negative'], ['DRINKS#STYLE&OPTIONS', 'negative']]","['SERVICE#GENERAL', 'FACILITIES#CLEANLINESS', 'HOTEL#QUALITY', 'DRINKS#QUALITY', 'DRINKS#STYLE&OPTIONS']","['negative', 'negative', 'negative', 'negative', 'negative']",-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-1.0,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5
#299,gia_đình thuê phòng delux sea view phòng chút biển la sea view diện_tích phòng giá không_gian xanh hồ bơi cực_kỳ bẩn vệ_sinh phòng cục kỳ kém nhân_viên lễ_tân hà vô văn_hóa hôm vệ_sinh phòng gọi điện_thoại a hà trực lễ_tân hôm phòng nv hà coi đi thái_đô láo coi_thường h a xác_nhận đồng_ý ký biên_bản cung_cách tiêu_chuẩn vệ_sinh tầm_cỡ,"[['ROOMS#GENERAL', 'negative'], ['ROOMS#DESIGN&FEATURES', 'negative'], ['HOTEL#DESIGN&FEATURES', 'negative'], ['FACILITIES#CLEANLINESS', 'negative'], ['ROOMS#CLEANLINESS', 'negative'], ['SERVICE#GENERAL', 'negative'], ['HOTEL#QUALITY', 'negative']]","['ROOMS#GENERAL', 'ROOMS#DESIGN&FEATURES', 'HOTEL#DESIGN&FEATURES', 'FACILITIES#CLEANLINESS', 'ROOMS#CLEANLINESS', 'SERVICE#GENERAL', 'HOTEL#QUALITY']","['negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative']",-1.0,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5
#300,mui ne unique dự_định phòng giá thủm mạng đăng hình phòng studio penhouse bồn_tắm phòng lễ_tân tùy_phòng phòng nghĩa_là hên xui xui ráng phòng tắm quạt thông khí tắm chết ngộp kêu dĩa cơm_chiên tiếng thức_ăn đem chênh_lệch giá phòng chất_lượng phòng điều_chỉnh đóng_cửa,"[['HOTEL#GENERAL', 'negative'], ['ROOMS#DESIGN&FEATURES', 'negative'], ['ROOM_AMENITIES#DESIGN&FEATURES', 'negative'], ['ROOM_AMENITIES#COMFORT', 'negative'], ['SERVICE#GENERAL', 'negative'], ['ROOMS#PRICES', 'negative'], ['ROOMS#QUALITY', 'negative']]","['HOTEL#GENERAL', 'ROOMS#DESIGN&FEATURES', 'ROOM_AMENITIES#DESIGN&FEATURES', 'ROOM_AMENITIES#COMFORT', 'SERVICE#GENERAL', 'ROOMS#PRICES', 'ROOMS#QUALITY']","['negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative']",-0.5,-1.0,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-1.0,-1.0,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#301,đại_diện chủ khách_sạn văn_hóa việt nam ý_thức nước_ngoài chủ khách_sạn nước_ngoài ảnh_hưởng tinh_thần dân_tộc việt nam sự_thật bảo dây resort lừa_đảo đem bia uống thùng bức_xúc la om som tiền nói_chuyện trề môi việt nam_đây khách_sạn sát biển resort nhân_viên khách_sạn đại_diện khách_sạn nhân_viên ý_nghĩa nhân_viên ok chủ đuổi đuổi tà trải bạt tiếp_tân bảo_vệ nhân_viên đồng_ý đại_diện chủ khách_sạn đuổi thương tiết toàn_thể_nhân_viên thất_vọng khách_sạn đi phan_thiết xin_lỗi miễn_phí khách_sạn phòng family giá tr mấy phòng máy_lạnh check out dòng chữ ghi góc bàn tiếp_tân nhắc nhỡ nhân_viên tắt máy_lạnh phòng family buồn biệt khánh vân pháp quản_lý khách_sạn nhiệt_tình dám cải chủ đầu_tư,"[['SERVICE#GENERAL', 'negative'], ['HOTEL#COMFORT', 'negative'], ['HOTEL#PRICES', 'negative'], ['HOTEL#GENERAL', 'negative'], ['ROOMS#PRICES', 'negative'], ['ROOMS#DESIGN&FEATURES', 'negative'], ['HOTEL#MISCELLANEOUS', 'positive']]","['SERVICE#GENERAL', 'HOTEL#COMFORT', 'HOTEL#PRICES', 'HOTEL#GENERAL', 'ROOMS#PRICES', 'ROOMS#DESIGN&FEATURES', 'HOTEL#MISCELLANEOUS']","['negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'positive']",-0.5,-1.0,-0.5,-1.0,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-1.0,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#302,gia_đình thuê đêm nghỉ khách_sạn ấn_tượng ban_đầu khách_sạn không_gian xanh resort khách_sạn khai_trương tháng_vậy thiết_bị phòng_bị hỏng đổi phòng xong thái_độ phục_vụ nhân_viên khách_sạn tương_đối thân_thiện phục_vụ khách_sạn xứng tầm khách_sạn bufe bữa phục_vụ bánh mỳ mỳ nước_ăn_theo suất tương_xứng giá tiền thuê khách_sạn,"[['HOTEL#DESIGN&FEATURES', 'negative'], ['ROOM_AMENITIES#GENERAL', 'negative'], ['ROOMS#GENERAL', 'negative'], ['SERVICE#GENERAL', 'positive'], ['DRINKS#STYLE&OPTIONS', 'negative'], ['DRINKS#QUALITY', 'negative'], ['HOTEL#PRICES', 'negative']]","['HOTEL#DESIGN&FEATURES', 'ROOM_AMENITIES#GENERAL', 'ROOMS#GENERAL', 'SERVICE#GENERAL', 'DRINKS#STYLE&OPTIONS', 'DRINKS#QUALITY', 'HOTEL#PRICES']","['negative', 'negative', 'negative', 'positive', 'negative', 'negative', 'negative']",-1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-1.0,-0.5,-0.5,-1.0,-0.5,-0.5,-1.0,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#303,khách_sạn chất_lượng gala bufet ngon xứng_đáng hài_lòng dịch_vụ,"[['HOTEL#QUALITY', 'positive'], ['DRINKS#QUALITY', 'positive'], ['HOTEL#COMFORT', 'positive']]","['HOTEL#QUALITY', 'DRINKS#QUALITY', 'HOTEL#COMFORT']","['positive', 'positive', 'positive']",-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#304,khách_sạn trung_tâm tiện_lợi đi_lại vui_chơi trung_tâm mua_sắm thuận_tiện phục_vụ nhân_viên dễ_thương lý_tưởng chuyến đi du_lịch bạn_bè người_thân khách_sạn dịp,"[['LOCATION#GENERAL', 'positive'], ['SERVICE#GENERAL', 'positive'], ['HOTEL#GENERAL', 'positive']]","['LOCATION#GENERAL', 'SERVICE#GENERAL', 'HOTEL#GENERAL']","['positive', 'positive', 'positive']",-0.5,1.0,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#305,gia_đình không_khí xung_quanh khách_sạn thoáng mát trong_lành phòng_ốc sạch_sẽ trang_thiết_bị đầy_đủ tiện_nghi nhân_viên vô_cùng thân_thiện nhiệt_tình giá_cả hợp_lý đối_tượng hài_lòng,"[['HOTEL#DESIGN&FEATURES', 'positive'], ['HOTEL#COMFORT', 'positive'], ['ROOMS#CLEANLINESS', 'positive'], ['ROOM_AMENITIES#GENERAL', 'positive'], ['ROOM_AMENITIES#COMFORT', 'positive'], ['SERVICE#GENERAL', 'positive'], ['HOTEL#PRICES', 'positive']]","['HOTEL#DESIGN&FEATURES', 'HOTEL#COMFORT', 'ROOMS#CLEANLINESS', 'ROOM_AMENITIES#GENERAL', 'ROOM_AMENITIES#COMFORT', 'SERVICE#GENERAL', 'HOTEL#PRICES']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']",1.0,-0.5,-0.5,1.0,1.0,-0.5,-0.5,1.0,1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#306,hưởng tuần_trăng_mật chấp_nhận phòng rộng thoáng mát đẹp bufet tuyệt hài_lòng phong_cách phục_vụ lễ_tân đa_số nước_ngoài hình_như phân_biệt,"[['ROOMS#DESIGN&FEATURES', 'positive'], ['ROOMS#COMFORT', 'positive'], ['DRINKS#QUALITY', 'positive'], ['SERVICE#GENERAL', 'negative']]","['ROOMS#DESIGN&FEATURES', 'ROOMS#COMFORT', 'DRINKS#QUALITY', 'SERVICE#GENERAL']","['positive', 'positive', 'positive', 'negative']",-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
